adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0001683168-22-002694,1586495,LEET TECHNOLOGY INC.,7372.0,MY,,SELANGOR,46000,"805, 8TH FLOOR, MENARA MUTIARA MAJESTIC","JALAN OTHMAN, PETALING JAYA",603 7783 1636,MY,,SELANGOR,46000,"805, 8TH FLOOR, MENARA MUTIARA MAJESTIC","JALAN OTHMAN, PETALING JAYA",US,NV,463590850.0,"LEET TECHNOLOGY, INC.",20210824.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 08:18:00.0,0,1,leet_i10k-123121_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1586495/000168316822002694/0001683168-22-002694.txt
0001683168-22-002719,1737193,LUDUSON G INC.,7372.0,HK,,WANCHAI,00000,"17/F, 80 GLOUCESTER ROAD",,852-2818-7199,HK,,WANCHAI,00000,"17/F, 80 GLOUCESTER ROAD",,US,DE,823184409.0,"BAJA CUSTOM DESIGN, INC.",20180411.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 12:32:00.0,0,1,luduson_i10k-123121_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1737193/000168316822002719/0001683168-22-002719.txt
0001683168-22-002722,866439,"DARKPULSE, INC.",7372.0,US,NY,NEW YORK,10122,14 PENN PLAZA,"225 WEST 34TH ST., 9TH FLOOR",800-436-1436,US,NY,NEW YORK,10122,14 PENN PLAZA,"225 WEST 34TH ST., 9TH FLOOR",,,870472109.0,KLEVER MARKETING INC,19970605.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 13:52:00.0,0,1,darkpulse_i10k-123121_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/866439/000168316822002722/0001683168-22-002722.txt
0001866633-22-000021,1866633,"CONSENSUS CLOUD SOLUTIONS, INC.",7372.0,US,CA,LOS ANGELES,90017,700 S. FLOWER STREET,LEGAL DEPT - 15TH FLOOR,3238609200,US,CA,LOS ANGELES,90017,700 S. FLOWER STREET,LEGAL DEPT - 15TH FLOOR,US,DE,0.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 16:20:00.0,0,1,ccs-20211231_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1866633/000186663322000021/0001866633-22-000021.txt
0001477932-22-002284,1285543,STRIKEFORCE TECHNOLOGIES INC.,7372.0,US,NJ,EDISON,08837,1090 KING GEORGES POST ROAD,,732 661 9641,US,NJ,EDISON,08837,1090 KING GEORGES POST ROAD,,US,WY,223827597.0,STRIKEFORCE TECHNOLOGIES INC,20040331.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220414,2022-04-14 13:34:00.0,0,1,sfor_10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1285543/000147793222002284/0001477932-22-002284.txt
0001493152-22-009921,943535,"WORLD HEALTH ENERGY HOLDINGS, INC.",7372.0,US,FL,BOCA RATON,33431,1825 NW CORPORATE BLVD,SUITE 110,5618700440,US,FL,BOCA RATON,33431,1825 NW CORPORATE BLVD,SUITE 110,US,DE,592762023.0,ADVANCED PLANT PHARMACEUTICALS INC,19990622.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220414,2022-04-14 16:06:00.0,0,1,form10-k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/943535/000149315222009921/0001493152-22-009921.txt
0001683168-22-002671,1290658,"IIOT-OXYS, INC.",7372.0,US,MA,CAMBRIDGE,02141,705 CAMBRIDGE ST.,,401-307-3092,US,MA,CAMBRIDGE,02141,705 CAMBRIDGE ST.,,US,NV,562415252.0,"GOTHAM CAPITAL HOLDINGS, INC.",20150805.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220414,2022-04-14 16:50:00.0,0,1,iiot_i10k-123121_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1290658/000168316822002671/0001683168-22-002671.txt
0001437749-22-008763,803578,"WAVEDANCER, INC.",7372.0,US,VA,FAIRFAX,22033,12015 LEE JACKSON MEMORIAL HWY,SUITE 210,7033833000,US,VA,FAIRFAX,22033,12015 LEE JACKSON MEMORIAL HWY,SUITE 210,US,DE,541167364.0,INFORMATION ANALYSIS INC,19920703.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220412,2022-04-12 16:22:00.0,0,1,iaic20211231_10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/803578/000143774922008763/0001437749-22-008763.txt
0001569345-22-000006,1569345,"SPRINKLR, INC.",7372.0,US,NY,NEW YORK,10001,29 WEST 35TH STREET,8TH FLOOR,(917) 933-7800,US,NY,NEW YORK,10001,29 WEST 35TH STREET,8TH FLOOR,US,DE,454771485.0,,,4-NON,0,131.0,10-K,20220131.0,2021.0,FY,20220411,2022-04-11 06:22:00.0,0,1,cxm-20220131_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1569345/000156934522000006/0001569345-22-000006.txt
0001425203-22-000008,1138724,"GLOBAL ARENA HOLDING, INC.",7372.0,US,NY,NEW YORK,10022,208 EAST 51ST STREET,SUITE 112,646-801-6146,US,NY,NEW YORK,10022,208 EAST 51ST STREET,SUITE 112,US,DE,330931599.0,"CHINA STATIONERY & OFFICE SUPPLY, INC.",20060719.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220404,2022-04-01 20:00:00.0,0,1,gahc-20211231_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1138724/000142520322000008/0001425203-22-000008.txt
0001683168-22-002295,1816906,"GAMING TECHNOLOGIES, INC.",7372.0,US,NV,LAS VEGAS,89135,TWO SUMMERLIN,,347-983-1227,US,NV,LAS VEGAS,89135,TWO SUMMERLIN,,US,DE,352675083.0,"DITO, INC.",20200707.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220404,2022-04-01 17:35:00.0,0,1,gaming_i10k-123121_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1816906/000168316822002295/0001683168-22-002295.txt
0001734722-22-000006,1734722,"UIPATH, INC.",7372.0,US,NY,NEW YORK,10018,452 FIFTH AVENUE,22ND FLOOR,(844) 432-0455,US,NY,NEW YORK,10018,452 FIFTH AVENUE,22ND FLOOR,US,DE,474333187.0,,,4-NON,0,131.0,10-K,20220131.0,2021.0,FY,20220404,2022-04-04 17:23:00.0,0,1,path-20220131_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1734722/000173472222000006/0001734722-22-000006.txt
0001070235-22-000048,1070235,BLACKBERRY LTD,7372.0,CA,ON,WATERLOO,N2K 0A7,2200 UNIVERSITY AVENUE EAST,,5198887465,CA,ON,WATERLOO,N2K 0A7,2200 UNIVERSITY AVENUE EAST,,,,0.0,RESEARCH IN MOTION LTD,19980911.0,1-LAF,1,228.0,10-K,20220228.0,2021.0,FY,20220401,2022-04-01 17:16:00.0,0,1,bbry-20220228_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1070235/000107023522000048/0001070235-22-000048.txt
0001213900-22-017159,1673481,LOTTERY.COM INC.,7372.0,US,TX,SPICEWOOD,78669,"20808 STATE HWY 71 W, UNIT B",,(512) 592-2451,US,TX,SPICEWOOD,78669,"20808 STATE HWY 71 W, UNIT B",,US,DE,811996183.0,TRIDENT ACQUISITIONS CORP.,20160429.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220401,2022-04-01 06:32:00.0,0,1,f10k2021_lotterycom_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1673481/000121390022017159/0001213900-22-017159.txt
0001213900-22-017432,1839132,PATHFINDER ACQUISITION CORP,7372.0,US,CA,PALO ALTO,94303,1950 UNIVERSITY AVENUE,,650-321-4910,US,CA,PALO ALTO,94303,1950 UNIVERSITY AVENUE,,KY,,0.0,ARROWHEAD GROWTH ACQUISITION CORP,20210105.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220401,2022-04-01 16:01:00.0,0,1,f10k2021_pathfinderacq_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1839132/000121390022017432/0001213900-22-017432.txt
0001786352-22-000017,1786352,"BILL.COM HOLDINGS, INC.",7372.0,US,CA,SAN JOSE,95002,6220 AMERICA CENTER DR.,SUITE 100,(650) 621-7700,US,CA,SAN JOSE,95002,6220 AMERICA CENTER DR.,SUITE 100,US,DE,832261725.0,,,1-LAF,1,630.0,10-K,20220630.0,2022.0,FY,20220822,2022-08-22 16:10:00.0,0,1,bill-20220630_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1786352/000178635222000017/0001786352-22-000017.txt
0001839439-22-000021,1839439,"PAYCOR HCM, INC.",7372.0,US,OH,CINCINNATI,45212,4811 MONTGOMERY ROAD,,(883) 957-2771,US,OH,CINCINNATI,45212,4811 MONTGOMERY ROAD,,US,DE,831813909.0,"PAYOR HCM, INC.",20210421.0,4-NON,1,630.0,10-K,20220630.0,2022.0,FY,20220824,2022-08-24 16:19:00.0,0,1,pycr-20220630_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1839439/000183943922000021/0001839439-22-000021.txt
0000896878-22-000028,896878,INTUIT INC,7372.0,US,CA,MOUNTAIN VIEW,94043,2700 COAST AVENUE,,650-944-6000,US,CA,MOUNTAIN VIEW,94039-7850,P.O. BOX 7850,,US,DE,770034661.0,,,1-LAF,1,731.0,10-K,20220731.0,2022.0,FY,20220902,2022-09-02 17:09:00.0,0,1,intu-20220731_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/896878/000089687822000028/0000896878-22-000028.txt
0001564590-22-031398,1565687,"INTAPP, INC.",7372.0,US,CA,PALO ALTO,94306,3101 PARK BOULEVARD,,650-852-0400,US,CA,PALO ALTO,94306,3101 PARK BOULEVARD,,US,DE,461467620.0,"LEGALAPP HOLDINGS, INC.",20121231.0,2-ACC,0,630.0,10-K,20220630.0,2022.0,FY,20220909,2022-09-09 16:11:00.0,0,1,inta-10k_20220630_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1565687/000156459022031398/0001564590-22-031398.txt
0000950170-22-018351,1831096,"GREAT ELM GROUP, INC.",7372.0,US,MA,WALTHAM,02453,"800 SOUTH STREET, SUITE 230",,(617) 375-3006,US,MA,WALTHAM,02453,"800 SOUTH STREET, SUITE 230",,US,DE,853622015.0,,,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220912,2022-09-12 17:17:00.0,0,1,geg-20220630_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1831096/000095017022018351/0000950170-22-018351.txt
0001213900-22-055586,1126115,"LZG INTERNATIONAL, INC.",7372.0,US,NY,NEW YORK,10018,54 WEST 40TH STREET,SUITE 1123,917-310-3978,US,NY,NEW YORK,10018,54 WEST 40TH STREET,SUITE 1123,US,FL,980234906.0,"LZG INTERNATIONAL, IN.C",20100302.0,4-NON,0,531.0,10-K,20220531.0,2022.0,FY,20220913,2022-09-13 15:36:00.0,0,1,f10k2022_lzginter_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1126115/000121390022055586/0001213900-22-055586.txt
0001558370-22-014362,1066194,EGAIN CORP,7372.0,US,CA,SUNNYVALE,94089,1252 BORREGAS AVENUE,,6502307500,US,CA,SUNNYVALE,94089,1252 BORREGAS AVENUE,,US,DE,770466366.0,EGAIN COMMUNICATIONS CORP,19990709.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220913,2022-09-13 16:02:00.0,0,1,egan-20220630x10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1066194/000155837022014362/0001558370-22-014362.txt
0001493152-22-026160,1647822,SAVMOBI TECHNOLOGY INC.,7372.0,US,CA,SAN JOSE,95134,2880 ZANKER ROAD,SUITE 203,800-592-6276,US,CA,SAN JOSE,95134,2880 ZANKER ROAD,SUITE 203,US,NV,473240707.0,,,4-NON,0,531.0,10-K,20220531.0,2022.0,FY,20220919,2022-09-19 06:04:00.0,0,1,form10-k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1647822/000149315222026160/0001493152-22-026160.txt
0000950170-22-018732,1618732,"NUTANIX, INC.",7372.0,US,CA,SAN JOSE,95110,1740 TECHNOLOGY DRIVE,SUITE 150,408-216-8360,US,CA,SAN JOSE,95110,1740 TECHNOLOGY DRIVE,SUITE 150,US,DE,270989767.0,,,1-LAF,1,731.0,10-K,20220731.0,2022.0,FY,20220921,2022-09-21 16:29:00.0,0,1,ntnx-20220731_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1618732/000095017022018732/0000950170-22-018732.txt
0001528396-22-000106,1528396,"GUIDEWIRE SOFTWARE, INC.",7372.0,US,CA,SAN MATEO,94403,"2850 S. DELAWARE ST., SUITE 400",,650-357-9100,US,CA,SAN MATEO,94403,"2850 S. DELAWARE ST., SUITE 400",,US,DE,364468504.0,,,1-LAF,1,731.0,10-K,20220731.0,2022.0,FY,20220926,2022-09-26 16:18:00.0,0,1,gwre-20220731_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1528396/000152839622000106/0001528396-22-000106.txt
0001493152-22-026889,1039280,NETSOL TECHNOLOGIES INC,7372.0,US,CA,CALABASAS,91302,23975 PARK SORRENTO,SUITE 250,8182229195,US,CA,CALABASAS,91302,23975 PARK SORRENTO,SUITE 250,US,NV,954627685.0,NETSOL INTERNATIONAL INC,19990819.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220927,2022-09-27 14:11:00.0,0,1,form10-k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1039280/000149315222026889/0001493152-22-026889.txt
0001213900-22-059573,1631282,DATASEA INC.,7372.0,CN,,BEIJING,100070,"1 XINGHUO RD, CHANGNING BLDG, STE.11D2E",FENGTAI DISTRICT,(86)10-58401996,CN,,BEIJING,100070,"1 XINGHUO RD, CHANGNING BLDG, STE.11D2E",FENGTAI DISTRICT,US,NV,472019013.0,ROSE ROCK INC.,20150121.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220928,2022-09-28 08:31:00.0,0,1,f10k2022_dataseainc_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1631282/000121390022059573/0001213900-22-059573.txt
0001213900-22-059740,1807166,AMESITE INC.,7372.0,US,MI,ANN ARBOR,48104,205 EAST WASHINGTON STREET,SUITE B,(650) 516-7633,US,MI,ANN ARBOR,48104,205 EAST WASHINGTON STREET,SUITE B,US,DE,823431717.0,AMESITE OPERATING CO,20200318.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220928,2022-09-28 16:01:00.0,0,1,f10k2022_amesiteinc_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1807166/000121390022059740/0001213900-22-059740.txt
0001553350-22-000798,1121795,GHST WORLD INC.,7372.0,US,NY,NEW YORK,10065,667 MADISON AVENUE 5TH FLOOR,,(212) 634-6860,US,NY,NEW YORK,10065,667 MADISON AVENUE 5TH FLOOR,,US,DE,912007477.0,GHOST TECHNOLOGY INC.,20080922.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220928,2022-09-28 17:28:00.0,0,1,ghst_10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1121795/000155335022000798/0001553350-22-000798.txt
0001640334-22-001828,1584480,"STARTECH LABS, INC.",7372.0,US,NY,NEW YORK CITY,10016-2817,244 MADISON AVENUE,,(802) 255-4212,US,NY,NEW YORK CITY,10016-2817,244 MADISON AVENUE,,US,NV,0.0,UPPERSOLUTION.COM,20130814.0,4-NON,0,531.0,10-K,20220531.0,2022.0,FY,20220818,2022-08-17 17:55:00.0,0,1,laab_10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1584480/000164033422001828/0001640334-22-001828.txt
0001591698-22-000094,1591698,PAYLOCITY HOLDING CORP,7372.0,US,IL,SCHAUMBURG,60173,1400 AMERICAN LANE,,800-520-2687,US,IL,SCHAUMBURG,60173,1400 AMERICAN LANE,,US,DE,464066644.0,,,1-LAF,1,630.0,10-K,20220630.0,2022.0,FY,20220805,2022-08-05 10:16:00.0,0,1,pcty-20220630_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1591698/000159169822000094/0001591698-22-000094.txt
0001564590-22-026876,789019,MICROSOFT CORP,7372.0,US,WA,REDMOND,98052-6399,ONE MICROSOFT WAY,,425-882-8080,US,WA,REDMOND,98052-6399,ONE MICROSOFT WAY,,US,WA,911144442.0,,,1-LAF,1,630.0,10-K,20220630.0,2022.0,FY,20220728,2022-07-28 16:06:00.0,0,1,msft-10k_20220630_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/0001564590-22-026876.txt
0001554795-22-000255,748268,"RED CAT HOLDINGS, INC.",7372.0,PR,,SAN JUAN,00901-2510,15 AVE. MUNOZ RIVERA,STE 2200,833-373-3228,PR,,SAN JUAN,00901-2510,15 AVE. MUNOZ RIVERA,STE 2200,US,NV,860490034.0,TIMEFIREVR INC.,20161121.0,4-NON,0,430.0,10-K,20220430.0,2022.0,FY,20220727,2022-07-27 16:33:00.0,1,1,rcat0727form10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/748268/000155479522000255/0001554795-22-000255.txt
0001829126-22-014453,1740742,"TRANSPARENTBUSINESS, INC.",7372.0,US,NY,NEW YORK,10003,228 PARK AVE SOUTH 16065,,2122160001,US,NY,NEW YORK,10003,228 PARK AVE SOUTH 16065,,US,DE,474360035.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220719,2022-07-18 21:37:00.0,0,1,transparent_10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1740742/000182912622014453/0001829126-22-014453.txt
0001493152-22-019346,823546,"ROCKETFUEL BLOCKCHAIN, INC.",7372.0,US,NV,LAS VEGAS,89103,"3651 LINDELL ROAD, SUITE D565",,424-256-8560,US,NV,LAS VEGAS,89103,"3651 LINDELL ROAD, SUITE D565",,US,NV,901188745.0,B4MC GOLD MINES INC,20131115.0,4-NON,0,331.0,10-K,20220331.0,2021.0,FY,20220715,2022-07-14 18:24:00.0,0,1,form10-k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/823546/000149315222019346/0001493152-22-019346.txt
0001493152-22-019073,1635136,DUO WORLD INC,7372.0,US,NV,HENDERSON,89012,"170 S, GREEN VALLEY PARKWAY, SUITE 300",,1 702-710-3920,LK,,COLOMBO,00300,"NO.6, CHARLES TERRACE, OFF ALFRED PLACE,",,US,NV,352517572.0,,,4-NON,0,331.0,10-K,20220331.0,2021.0,FY,20220712,2022-07-12 15:45:00.0,0,1,form10-k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1635136/000149315222019073/0001493152-22-019073.txt
0000950170-23-010402,1785592,"LEAFLY HOLDINGS, INC. /DE",7372.0,US,NY,NEW YORK,10022,"641 LEXINGTON AVENUE, 18TH FLOOR",,2128188638,US,NY,NEW YORK,10022,"641 LEXINGTON AVENUE, 18TH FLOOR",,US,DE,0.0,MERIDA MERGER CORP. I,20190815.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-28 20:05:00.0,0,1,lfly-20221231_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1785592/000095017023010402/0000950170-23-010402.txt
0001104659-23-038408,1886894,"SNAIL, INC.",7372.0,US,CA,CULVER CITY,90230,12049 JEFFERSON BOULEVARD,,1 (310) 928-7428,US,CA,CULVER CITY,90230,12049 JEFFERSON BOULEVARD,,US,CA,271157839.0,"SNAIL GAMES USA, INC.",20211006.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-29 17:10:00.0,0,1,snal-20221231x10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1886894/000110465923038408/0001104659-23-038408.txt
0001493152-23-009418,1437517,"CYBERLOQ TECHNOLOGIES, INC.",7372.0,US,FL,SARASOTA,34231,4837 SWIFT ROAD SUITE 210-1,,612-961-4536,US,FL,SARASOTA,34231,4837 SWIFT ROAD SUITE 210-1,,,,262118480.0,ADVANCED CREDIT TECHNOLOGIES INC,20080612.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-29 15:28:00.0,0,1,form10-k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1437517/000149315223009418/0001493152-23-009418.txt
0000813672-23-000011,813672,CADENCE DESIGN SYSTEMS INC,7372.0,US,CA,SAN JOSE,95134,2655 SEELY AVENUE BLDG 5,,4089431234,US,CA,SAN JOSE,95134,2655 SEELY AVENUE,,US,DE,770148231.0,ECAD INC /DE/,19880609.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230213,2023-02-13 16:16:00.0,0,1,cdns-20221231_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/813672/000081367223000011/0000813672-23-000011.txt
0001193125-23-088014,1839132,MOVELLA HOLDINGS INC.,7372.0,US,NV,HENDERSON,89052,3535 EXECUTIVE TERMINAL DRIVE,SUITE 110,310-481-1800,US,NV,HENDERSON,89052,3535 EXECUTIVE TERMINAL DRIVE,SUITE 110,US,DE,0.0,PATHFINDER ACQUISITION CORP,20210106.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:06:00.0,0,1,d429303d10k_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1839132/000119312523088014/0001193125-23-088014.txt
0001213900-23-025193,727634,ISIGN SOLUTIONS INC.,7372.0,US,CA,SAN JOSE,95110,2033 GATEWAY PLACE,SUITE 659,6508027888,US,CA,SAN JOSE,95110,2033 GATEWAY PLACE,SUITE 659,US,DE,942790442.0,COMMUNICATION INTELLIGENCE CORP,19951218.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 12:48:00.0,0,1,f10k2022_isignsolutions_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/727634/000121390023025193/0001213900-23-025193.txt
0001213900-23-025215,1881741,AROGO CAPITAL ACQUISITION CORP.,7372.0,US,FL,MIAMI,33131,848 BRICKELL AVENUE,PENTHOUSE 5,7864421482,US,FL,MIAMI,33131,848 BRICKELL AVENUE,PENTHOUSE 5,US,DE,871118179.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 13:16:00.0,0,1,f10k2022_arogocap_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1881741/000121390023025215/0001213900-23-025215.txt
0001213900-23-025411,1920406,ASSET ENTITIES INC.,7372.0,US,TX,DALLAS,75201,100 CRESCENT CT,7TH FLOOR,214-459-3117,US,TX,DALLAS,75201,100 CRESCENT CT,7TH FLOOR,US,NV,881293236.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:01:00.0,0,1,f10k2022_assetentities_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1920406/000121390023025411/0001213900-23-025411.txt
0001213900-23-025417,1895618,NFT GAMING CO INC.,7372.0,US,NJ,ROSELAND,07068,101 EISENHOWER PKWY SUITE 300,,973-275-7428,US,NJ,ROSELAND,07068,101 EISENHOWER PKWY SUITE 300,,US,DE,873288897.0,NFT GAMING CO,20211124.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:01:00.0,0,1,f10k2022_nftgaming_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1895618/000121390023025417/0001213900-23-025417.txt
0001214659-23-004597,1437283,"REGO PAYMENT ARCHITECTURES, INC.",7372.0,US,PA,BLUE BELL,19422,325 SENTRY PARKWAY,SUITE 200,267-465-7530,US,PA,BLUE BELL,19422,325 SENTRY PARKWAY,SUITE 200,US,DE,352327649.0,"VIRTUAL PIGGY, INC.",20110829.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:01:00.0,0,1,rpmt-20221231_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1437283/000121465923004597/0001214659-23-004597.txt
0001264931-23-000006,1961,WORLDS INC,7372.0,US,MA,BROOKLINE,02445,11 ROYAL ROAD,,617-725-8900,US,MA,BROOKLINE,02445,11 ROYAL ROAD,,US,DE,221848316.0,"WORLDS.COM, INC.",20080521.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:12:00.0,0,1,wdddk22_htm.xml,1,,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,https://www.sec.gov/Archives/edgar/data/1961/000126493123000006/0001264931-23-000006.txt
